Creditability,Customer ID ,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex,Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,19173,1,21,4,0,571,1,5,4,0,3,1,4,1,65,3,2,2,3,1,587,1
1,19205,1,30,2,3,2522,1,5,1,0,3,3,3,2,39,3,2,1,3,2,708,1
1,19301,4,24,4,2,2028,1,4,2,1,3,1,2,2,30,3,2,2,2,1,708,1
1,19333,1,6,2,0,1374,5,1,4,0,2,1,3,2,75,3,2,1,4,1,708,1
1,19365,1,12,2,2,1289,1,3,4,0,3,3,1,2,21,3,2,1,2,1,416,1
1,19429,1,15,4,2,975,1,3,2,0,1,1,3,2,25,3,2,2,3,1,416,1
1,19461,2,6,3,2,1050,1,1,4,0,3,1,1,2,35,2,2,2,4,1,416,2
1,19493,1,6,4,0,609,1,4,4,0,2,1,3,2,37,3,2,2,3,1,416,1
1,19525,1,48,2,1,4788,1,4,4,0,3,1,3,2,26,3,2,1,3,2,514,1
1,19557,2,24,2,2,3069,2,5,4,0,3,1,4,4,30,3,3,1,3,1,587,1
1,19621,1,12,2,2,2577,1,3,2,0,1,1,1,3,42,3,2,1,3,1,587,1
1,19653,1,12,2,2,1620,1,3,2,0,2,2,3,2,30,3,2,1,3,1,416,1
1,19685,1,15,2,2,1845,1,2,4,0,2,3,1,2,46,3,1,1,3,1,708,1
1,19717,1,24,2,1,6579,1,1,4,0,3,1,2,4,29,3,3,1,4,1,587,1
1,19749,1,12,2,0,1893,1,3,4,0,2,3,4,2,29,3,2,1,3,1,514,1
1,19781,1,30,4,1,10623,1,5,3,0,3,1,4,4,38,3,3,3,4,2,587,1
1,19813,1,18,2,0,2249,2,4,4,0,3,1,3,3,30,3,2,1,4,2,708,1
1,19877,2,12,4,0,958,1,4,2,0,3,1,3,1,47,3,2,2,2,2,587,1
1,19909,4,24,2,1,9277,5,3,2,1,1,1,4,4,48,3,3,1,3,1,708,1
1,19941,4,24,4,10,6314,1,1,4,1,3,2,2,4,27,1,2,2,4,1,416,1
1,19973,1,12,4,1,1526,1,5,4,0,3,1,4,4,66,3,3,2,4,1,708,1
1,20005,1,12,2,2,3590,1,3,2,0,3,2,2,2,29,3,2,1,2,2,514,1
1,20037,1,24,4,1,6615,1,1,2,0,3,1,4,4,75,3,3,2,4,1,587,1
1,20069,1,6,4,2,1872,1,1,4,0,3,1,4,4,36,3,3,3,4,1,514,1
1,20101,4,12,2,0,2859,5,1,4,1,3,1,4,4,38,3,2,1,4,1,587,1
1,20133,4,18,4,3,1582,4,5,4,1,3,1,4,3,46,3,2,2,3,1,514,1
1,20165,4,6,2,8,1238,5,1,4,1,3,1,4,2,36,3,2,1,4,2,416,1
1,20197,1,12,2,2,2578,1,1,3,0,2,1,4,4,55,3,3,1,4,1,708,1
1,20229,1,15,4,2,1433,1,3,4,0,2,1,3,2,25,3,1,2,3,1,514,1
1,20261,1,42,2,2,7882,1,4,2,0,3,3,4,2,45,3,3,1,3,2,416,1
1,20293,1,24,2,2,4169,1,3,4,0,3,1,4,2,28,3,2,1,3,1,514,1
1,20325,1,36,2,2,3959,1,1,4,0,3,1,3,2,30,3,2,1,4,1,416,1
1,20357,1,36,2,0,3249,1,4,2,0,3,1,4,4,39,1,3,1,4,2,514,1
1,20389,1,24,2,2,3149,1,2,4,0,3,1,1,4,22,1,3,1,3,1,708,1
1,20453,1,13,4,9,1797,1,2,3,0,3,1,1,2,28,1,2,2,2,1,587,1
1,20485,1,20,4,2,4272,1,5,1,0,2,1,4,2,24,3,2,2,3,1,708,1
1,20517,1,24,4,1,2957,1,5,4,0,3,1,4,2,63,3,2,2,3,1,708,1
1,20549,1,36,4,2,2348,1,3,3,0,4,1,2,2,46,3,2,2,3,1,416,1
1,20581,3,42,0,9,6289,1,2,2,1,1,1,1,2,33,3,2,2,3,1,708,1
1,20613,1,24,4,1,6419,1,5,2,0,2,1,4,4,44,3,3,2,4,2,514,1
1,20677,4,24,4,6,1597,1,5,4,1,3,1,4,4,54,3,3,2,3,2,514,1
1,20709,1,36,2,10,15857,1,1,2,0,1,2,3,3,43,3,2,1,4,1,587,1
1,20741,4,24,4,3,2223,2,5,4,1,3,1,4,2,52,1,2,2,3,1,587,1
1,20773,4,48,3,3,7238,5,5,3,1,3,1,3,3,32,1,2,2,3,2,514,1
1,20805,2,30,3,9,2503,2,5,4,0,3,1,2,2,41,2,2,2,3,1,708,1
1,20837,2,18,2,9,2622,2,3,4,0,3,1,4,3,34,3,2,1,3,1,587,1
1,20869,2,24,2,2,4351,5,3,1,0,2,1,4,2,48,3,2,1,2,1,514,1
1,20901,2,6,2,3,368,5,5,4,0,3,1,4,2,38,3,2,1,3,1,416,1
1,20933,2,12,2,8,754,5,5,4,0,3,1,4,2,38,3,2,2,3,1,587,1
1,20965,4,24,4,3,2424,5,5,4,1,3,1,4,2,53,3,2,2,3,1,514,1
1,20997,2,48,3,9,6681,5,3,4,0,3,1,4,4,38,3,3,1,3,2,416,1
1,21029,2,18,3,9,2427,5,5,4,0,3,1,2,2,42,3,2,2,3,1,514,1
1,21093,2,6,2,3,753,1,3,2,0,2,3,3,1,64,3,2,1,3,1,708,1
1,21125,2,7,2,3,2576,1,3,2,0,3,3,2,1,35,3,2,1,3,1,708,2
1,21157,2,6,2,3,590,1,2,3,0,4,1,3,1,26,3,2,1,2,1,416,2
1,21189,2,8,2,3,1414,1,3,4,0,3,3,2,1,33,3,2,1,3,1,708,2
1,21221,2,12,2,3,1103,1,4,4,0,3,3,3,1,29,3,2,2,3,1,416,1
1,21253,2,12,3,3,585,1,3,4,0,4,2,4,1,20,3,1,2,3,1,708,1
1,21285,2,6,2,3,1068,1,5,4,0,3,1,4,3,28,3,2,1,3,2,587,1
1,21317,1,8,4,0,713,1,5,4,0,3,1,4,1,47,3,2,2,2,1,587,1
1,21349,2,12,2,3,1092,1,3,4,0,2,3,4,1,49,3,2,2,3,1,514,1
1,21381,2,7,2,3,2329,1,2,1,0,2,3,1,1,45,3,2,1,3,1,514,1
1,21413,2,13,4,3,882,1,2,4,0,3,3,4,1,23,3,2,2,3,1,587,1
1,21445,2,18,2,3,866,1,3,4,0,4,3,2,1,25,3,2,1,2,1,587,1
1,21477,2,7,2,3,2415,1,3,3,0,3,3,2,1,34,3,2,1,3,1,416,1
1,21509,2,13,2,3,2101,1,2,2,0,2,3,4,2,23,3,2,1,2,1,587,1
1,21541,2,18,2,3,1301,1,5,4,0,4,3,2,1,32,3,2,1,2,1,514,1
1,21573,2,18,2,3,1113,1,3,4,0,2,3,4,1,26,3,2,1,2,2,587,1
1,21605,2,8,2,3,760,1,4,4,0,2,3,2,1,44,3,2,1,2,1,416,1
1,21637,2,12,2,3,625,1,2,4,0,4,3,1,1,26,1,2,1,2,1,514,1
1,21669,3,6,4,0,1323,2,5,2,1,1,1,4,3,28,3,2,2,3,2,587,1
1,21701,1,9,4,3,1138,1,3,4,0,3,1,4,1,25,3,2,2,2,1,587,1
1,21733,2,18,4,3,1795,1,5,3,0,2,3,4,1,48,1,1,2,2,1,416,1
1,21765,2,15,4,3,2728,5,4,4,0,3,3,2,1,35,1,2,3,3,1,514,1
1,21797,2,6,2,3,484,1,4,3,0,4,3,3,1,28,1,2,1,2,1,647,1
1,21829,2,10,1,3,1048,1,3,4,0,3,1,4,1,23,2,2,1,2,1,403,1
1,21861,2,12,2,3,1155,1,5,3,0,4,3,3,1,40,1,2,2,2,1,403,1
1,21893,2,20,3,1,7057,5,4,3,0,3,1,4,2,36,1,1,2,4,2,647,1
1,21925,2,15,4,3,1537,5,5,4,0,3,3,4,1,50,3,2,2,3,1,647,1
1,21957,1,12,2,3,2214,1,3,4,0,3,1,3,2,24,3,2,1,2,1,403,1
1,21989,4,24,4,2,1585,1,4,4,1,3,1,3,2,40,3,2,2,3,1,647,1
1,22021,2,10,2,2,1521,1,3,4,0,1,1,2,3,31,3,2,1,2,1,647,1
1,22053,2,36,1,4,3990,5,2,3,0,2,1,2,4,29,1,2,1,1,1,403,1
1,22085,3,18,2,2,3049,1,2,1,1,2,1,1,2,45,2,2,1,2,1,647,1
1,22149,4,60,2,3,10144,2,4,2,1,2,1,4,1,21,3,2,1,3,1,647,1
1,22181,1,12,2,0,1168,1,3,4,0,4,1,3,1,27,3,2,1,2,1,403,1
1,22213,2,6,2,5,454,1,2,3,0,4,1,1,2,22,3,2,1,2,1,647,1
1,22245,4,15,3,1,3594,1,2,1,1,2,1,2,2,46,3,2,2,2,1,403,1
1,22277,4,12,2,2,1768,1,3,3,1,3,1,2,1,24,3,1,1,2,1,647,1
1,22309,4,60,3,3,15653,1,4,2,1,3,1,4,3,21,3,2,2,3,1,647,1
1,22341,3,12,3,0,2247,1,3,2,1,2,1,2,3,36,2,2,2,3,1,403,1
1,22373,4,24,2,3,1413,1,3,4,1,4,1,2,2,28,3,2,1,3,1,647,1
1,22405,2,45,4,1,4576,2,1,3,0,3,1,4,3,27,3,2,1,3,1,403,1
1,22437,1,24,4,3,1231,4,5,4,0,2,1,4,2,57,3,1,2,4,1,403,1
1,22501,2,36,4,1,5800,1,3,3,0,3,1,4,3,34,3,2,2,3,1,647,1
1,22533,1,18,3,6,8471,5,3,1,0,2,1,2,3,23,3,1,2,3,1,647,1
1,22565,1,30,2,2,3622,4,5,4,0,2,1,4,2,57,3,1,2,3,1,403,1
1,22597,1,6,4,3,1169,5,5,4,0,3,1,4,1,67,3,2,2,3,1,647,1
1,22629,4,15,2,4,1262,3,4,4,1,3,1,3,2,36,3,2,2,3,1,647,1
1,22661,3,24,4,2,3617,5,5,4,1,3,2,4,4,20,3,1,2,3,1,403,1
1,22693,2,30,4,0,2181,5,5,4,0,3,1,4,1,36,3,2,2,3,1,403,1
1,22757,4,48,4,6,6110,1,3,1,1,3,1,3,4,31,1,3,1,3,1,647,1
1,22789,4,24,2,0,3757,1,5,4,1,2,2,4,4,62,3,3,1,3,1,647,1
1,22821,1,42,4,5,3394,1,1,4,0,3,2,4,3,65,3,2,2,1,1,647,1
1,22853,4,36,4,9,6304,5,5,4,1,3,1,4,1,36,3,2,2,3,1,647,1
1,22885,4,9,4,6,1244,5,5,4,1,2,1,4,2,41,3,1,2,2,1,403,1
1,22917,4,6,2,0,3518,1,3,2,1,3,3,3,2,26,3,1,1,3,1,647,1
1,22949,4,36,0,5,2613,1,3,4,1,3,1,2,3,27,3,2,2,3,1,647,1
1,22981,1,48,2,6,7476,1,4,4,0,3,1,1,4,50,3,3,1,4,1,647,1
1,23141,3,15,2,6,1905,1,5,4,1,3,1,4,3,40,3,1,1,4,1,403,1
1,23173,4,21,3,1,2993,1,3,3,1,3,1,2,1,28,2,2,2,2,1,403,1
1,23205,4,36,3,1,8947,5,4,3,1,3,1,2,3,31,2,2,1,4,2,403,1
1,23237,1,24,2,2,4020,1,3,2,0,3,1,2,3,27,2,2,1,3,1,647,1
1,23269,2,18,2,1,2779,1,3,1,0,4,1,3,3,21,3,1,1,3,1,647,1
1,23301,4,21,2,0,2782,3,4,1,1,2,1,2,3,31,1,2,1,4,1,647,1
1,23333,4,12,2,0,1884,1,5,4,1,3,1,4,3,39,3,2,1,4,1,647,1
1,23365,4,36,4,1,11054,5,3,4,1,3,1,2,3,30,3,2,1,4,1,647,1
1,23397,2,60,3,3,9157,5,3,2,0,3,1,2,4,27,3,3,1,4,1,647,1
1,23429,2,42,1,1,9283,1,1,1,0,3,1,2,4,55,1,3,1,4,1,647,1
1,23461,4,60,2,0,6527,5,3,4,1,3,1,4,4,34,3,3,1,3,2,403,1
1,23493,4,15,4,1,3368,4,5,3,1,3,1,4,4,23,3,1,2,3,1,647,1
1,23525,1,15,2,0,2511,1,1,1,0,2,1,4,3,23,3,1,1,3,1,403,1
1,23557,1,36,2,1,5493,1,5,2,0,3,1,4,4,42,3,3,1,3,2,403,1
1,23589,4,6,2,4,1338,3,3,1,1,1,1,4,1,62,3,2,1,3,1,647,1
1,23621,2,9,2,3,1082,1,5,4,0,3,1,4,3,37,3,2,2,2,1,403,1
1,23653,4,18,4,3,1149,4,3,4,1,3,1,3,1,46,3,2,2,3,1,403,1
1,23685,2,15,2,5,1308,1,5,4,0,3,1,4,3,38,3,2,2,2,1,403,1
1,23717,2,20,0,1,6148,2,5,3,0,4,1,4,3,31,1,2,2,3,1,403,1
1,23749,4,12,2,2,1736,1,4,3,1,2,1,4,1,31,3,2,1,2,1,647,1
1,23781,4,12,2,3,3059,4,4,2,1,1,1,4,1,61,3,2,1,2,1,647,1
1,23845,4,30,4,1,7596,5,5,1,1,3,1,4,3,63,3,2,2,3,1,403,1
1,23877,4,30,2,1,4811,5,4,2,1,2,1,4,2,24,2,1,1,2,1,647,1
1,23909,4,6,2,2,1766,1,3,1,1,4,1,2,2,21,3,1,1,3,1,647,1
1,23941,2,24,2,1,2760,5,5,4,0,3,1,4,4,36,1,3,1,3,1,403,1
1,23973,4,24,4,5,5507,1,5,3,1,3,1,4,4,44,3,3,2,3,1,403,1
1,24005,2,9,2,6,1199,1,4,4,0,2,1,4,2,67,3,2,2,4,1,403,1
1,24037,3,24,2,2,2892,1,5,3,1,1,1,4,4,51,3,3,1,3,1,403,1
1,24069,2,36,3,0,2862,2,5,4,0,3,1,3,4,30,3,3,1,3,1,403,1
